Gender,Name,Nationality,Age,Height,Weight,Occupation,Kids,Dish
F,Jeanne,Spain,26,195,112,Physics,3,Sushi
M,Kevin,Canada,20,163,80,Physics,3,Salad
M,Roy,Spain,28,182,75,Mathematics,2,Hamburger
F,Elsa,South Africa,28,161,78,Medecine,1,Hamburger
M,Sofyan,France,25,163,103,Literature,3,Hamburger
F,Marie,Korea,20,159,51,Music,1,Pizza
M,Yannick,US,21,171,113,Computer Science,3,Gnocchi
M,Jamie,Italy,25,167,91,Business,3,Pizza
F,Jamie,US,28,160,76,Music,0,Gnocchi
F,Charlie,Greece,25,186,90,Business,3,Kebab
M,Jamie,US,26,190,85,Finance,2,Sushi
F,Mia,Luxembourg,21,176,66,Teaching,0,Gnocchi
M,Jude,Germany,20,154,112,Business,0,Garlic butter naans
M,Kim,Sweden,23,161,95,Psychology,2,Kebab
M,Louis,UK,21,173,93,Unemployed,3,Fish
F,Ivy,South Africa,27,162,107,Theater,3,Steak
F,Olivia,Germany,28,151,80,Business,2,Fish
M,Jim,US,27,160,69,Biology,2,Steak
F,Marie,Russia,22,172,82,Teaching,2,Steak
M,Sam,Luxembourg,27,173,81,Theater,3,Kebab
M,Yannick,Greece,21,163,95,Theater,0,Garlic butter naans
M,Sofyan,Greece,28,184,97,Business,0,Fish
M,Carlos,China,23,151,85,Finance,3,Salad
F,Jude,Chile,22,158,90,Unemployed,3,Spaghetti
F,Sophie,Jamaica,26,156,105,Biology,1,Salad
F,Elsa,Canada,30,168,89,Literature,3,Spaghetti
M,Eric,Japan,26,166,92,Music,3,Garlic butter naans
M,Jamie,Greece,29,156,75,Finance,2,Pizza
M,Jean,Canada,27,171,93,Biology,0,Pizza
M,Louis,Chile,21,184,90,Biology,2,Steak
M,Sam,US,21,158,72,Psychology,0,Fish
M,Kevin,Italy,29,191,95,Biology,1,Salad
M,Sam,Russia,29,160,79,Mathematics,0,Steak
M,Jamie,Russia,20,178,82,Business,1,Pizza
F,Mia,Spain,26,169,63,Physics,3,Sushi
M,Jude,Greece,28,155,52,Medecine,3,Spaghetti
F,Sophie,UK,24,158,57,Biology,1,Steak
M,Eric,US,25,171,96,Unemployed,0,Kebab
F,Sam,Chile,25,172,90,Literature,0,Spaghetti
F,Marie,France,25,157,58,Computer Science,1,Kebab
M,Valentin,Italy,26,174,90,Computer Science,3,Steak
F,Charlie,China,26,170,85,Psychology,1,Steak
F,Jeanne,Italy,22,161,88,Business,2,Kebab
M,Louis,Italy,23,150,96,Theater,1,Fish
F,Jeanne,Korea,21,180,118,Medecine,0,Salad
F,Sam,US,22,150,67,Medecine,3,Kebab
F,Marie,UK,25,152,42,Business,3,Gnocchi
F,Marie,Italy,23,167,72,Medecine,1,Sushi
M,Tim,China,26,157,49,Unemployed,1,Salad
F,Sabrina,Japan,21,185,89,Computer Science,0,Sushi
F,Jeanne,US,27,170,97,Physics,3,Fish
M,Sam,Chile,27,163,79,Biology,0,Fish
F,Sara,Jamaica,21,189,91,Unemployed,1,Salad
M,Charlie,US,29,175,95,Medecine,1,Kebab
F,Isabel,UK,20,193,109,Music,3,Hamburger
M,Louis,South Africa,27,193,105,Psychology,1,Salad
M,Sam,Sweden,23,160,53,Finance,0,Sushi
F,Sophie,Luxembourg,22,172,70,Mathematics,1,Fish
F,Ivy,France,30,193,94,Mathematics,1,Hamburger
F,Jamie,Russia,21,172,76,Mathematics,3,Spaghetti
F,Marie,Chile,30,194,111,Unemployed,2,Fish
F,Charlie,Germany,20,186,115,Literature,0,Salad
F,Sophie,France,28,178,83,Unemployed,0,Sushi
F,Olivia,Sweden,26,152,74,Biology,3,Sushi
M,Jude,UK,25,178,70,Biology,1,Steak
F,Teresa,Sweden,26,180,98,Psychology,1,Gnocchi
M,Sofyan,Russia,21,183,73,Medecine,3,Gnocchi
M,Tom,UK,30,157,63,Finance,1,Salad
M,Valentin,Greece,28,184,75,Unemployed,2,Gnocchi
M,Jean,Luxembourg,26,184,115,Literature,3,Salad
F,Mia,Italy,27,189,84,Psychology,2,Sushi
M,Roy,Greece,20,153,102,Unemployed,1,Kebab
M,Roy,Jamaica,28,169,115,Business,0,Gnocchi
M,Yannick,South Africa,24,193,99,Physics,3,Hamburger
M,Carlos,Korea,26,192,116,Unemployed,0,Fish
F,Mia,US,20,179,82,Business,3,Salad
F,Mia,Korea,22,164,111,Music,3,Fish
F,Teresa,Russia,23,157,58,Theater,0,Pizza
F,Kim,Canada,23,174,106,Literature,2,Garlic butter naans
M,Sofyan,China,20,186,85,Medecine,2,Pizza
M,Roy,Chile,24,157,107,Theater,2,Pizza
M,Eric,Italy,25,158,100,Computer Science,3,Hamburger
M,Jude,China,22,166,116,Physics,0,Spaghetti
M,Sam,Spain,23,154,70,Medecine,3,Hamburger
F,Isabel,UK,21,162,101,Business,2,Pizza
F,Zoey,Jamaica,22,169,115,Biology,0,Salad
F,Zoey,Jamaica,22,185,101,Medecine,1,Gnocchi
M,Carlos,Korea,26,154,102,Music,2,Hamburger
F,Zoey,Italy,27,180,76,Finance,1,Gnocchi
F,Kim,France,26,164,91,Unemployed,0,Sushi
F,Isabel,Spain,20,162,107,Literature,2,Salad
M,Jamie,China,28,177,79,Literature,1,Gnocchi
M,Roy,South Africa,20,166,114,Theater,3,Sushi
F,Sabrina,Korea,30,156,88,Psychology,0,Spaghetti
F,Charlie,Greece,21,192,114,Computer Science,3,Fish
F,Teresa,Canada,24,191,93,Mathematics,3,Pizza
F,Sam,Luxembourg,24,165,112,Biology,2,Hamburger
F,Zoey,Italy,30,175,89,Physics,1,Spaghetti
M,Joel,Greece,29,183,111,Medecine,2,Hamburger
F,Jamie,Jamaica,27,182,96,Computer Science,3,Garlic butter naans
M,Jim,France,24,187,113,Medecine,2,Pizza
F,Sam,Luxembourg,30,172,69,Mathematics,0,Pizza
M,Yannick,Germany,27,158,113,Psychology,0,Steak
M,Charlie,China,24,192,113,Physics,0,Spaghetti
F,Ivy,Spain,28,182,105,Finance,1,Steak
F,Olivia,Jamaica,27,186,85,Medecine,3,Hamburger
M,Jamie,Spain,27,158,76,Music,2,Gnocchi
M,Carlos,Canada,23,179,99,Literature,2,Garlic butter naans
M,Eric,Italy,24,195,120,Finance,3,Fish
M,Carlos,Jamaica,24,179,117,Computer Science,1,Steak
F,Elsa,Chile,24,151,102,Biology,3,Steak
M,Valentin,Korea,23,192,117,Medecine,1,Garlic butter naans
F,Teresa,Chile,22,169,71,Business,0,Fish
M,Carlos,Korea,28,194,98,Literature,1,Steak
M,Charlie,Russia,26,164,108,Music,1,Steak
M,Fabio,China,24,158,91,Physics,2,Gnocchi
M,Roy,Germany,26,179,70,Psychology,0,Garlic butter naans
F,Mia,France,26,181,98,Medecine,0,Pizza
F,Zoey,Jamaica,28,184,114,Finance,2,Spaghetti
F,Jude,Luxembourg,20,154,50,Biology,3,Fish
F,Sabrina,Italy,21,178,100,Literature,1,Sushi
M,Tim,Italy,21,156,99,Music,2,Garlic butter naans
M,Jim,Russia,25,163,71,Unemployed,0,Gnocchi
M,Carlos,Korea,21,195,109,Theater,0,Steak
M,Carlos,Canada,30,153,103,Psychology,1,Kebab
F,Jude,Russia,27,193,97,Psychology,3,Pizza
F,Ivy,US,22,154,118,Computer Science,2,Pizza
F,Hannah,China,30,154,98,Mathematics,0,Steak
M,Sam,Japan,26,166,105,Computer Science,3,Spaghetti
F,Mia,Japan,24,178,84,Computer Science,1,Kebab
F,Emma,Greece,27,185,105,Physics,1,Sushi
M,Fabio,Sweden,28,177,77,Teaching,3,Steak
F,Zoey,Germany,24,187,83,Music,2,Pizza
F,Teresa,Greece,26,155,100,Music,1,Steak
M,Kevin,Spain,24,158,97,Mathematics,2,Hamburger
M,Pedro,Chile,30,168,118,Biology,3,Steak
M,Kim,UK,22,168,99,Teaching,1,Hamburger
M,Valentin,Italy,26,171,106,Unemployed,1,Gnocchi
F,Lucie,Japan,22,192,105,Business,1,Kebab
F,Olivia,France,25,182,86,Physics,3,Spaghetti
M,Roy,Germany,27,192,109,Theater,1,Pizza
M,Yannick,Chile,26,154,57,Computer Science,1,Hamburger
F,Kim,Chile,27,158,120,Computer Science,1,Garlic butter naans
F,Jamie,Canada,22,175,95,Biology,1,Kebab
M,Louis,South Africa,22,156,98,Unemployed,2,Spaghetti
M,Valentin,Chile,23,185,107,Literature,0,Hamburger
F,Charlie,Chile,26,166,101,Finance,1,Steak
F,Sabrina,US,29,157,115,Medecine,1,Gnocchi
F,Jeanne,Greece,30,179,107,Teaching,3,Fish
M,Jude,Greece,20,153,82,Biology,1,Fish
F,Jamie,France,29,171,66,Biology,1,Salad
F,Lucie,Germany,29,157,87,Finance,3,Spaghetti
M,Kevin,US,23,150,95,Computer Science,3,Sushi
M,Joel,Sweden,25,162,92,Physics,3,Garlic butter naans
F,Isabel,US,25,172,70,Teaching,2,Spaghetti
M,Tom,Luxembourg,23,184,111,Business,0,Steak
F,Emma,Jamaica,27,166,113,Physics,2,Salad
M,Pedro,China,27,178,115,Physics,0,Gnocchi
M,Jamie,Chile,25,153,74,Biology,2,Hamburger
F,Sabrina,UK,21,191,108,Mathematics,2,Sushi
F,Teresa,Russia,21,187,87,Psychology,1,Gnocchi
M,Sofyan,Spain,23,181,78,Finance,3,Pizza
M,Pedro,Korea,24,189,85,Literature,0,Steak
F,Jeanne,France,21,184,75,Teaching,1,Garlic butter naans
F,Elsa,Jamaica,24,159,118,Biology,0,Hamburger
F,Isabel,Russia,30,164,95,Unemployed,1,Spaghetti
F,Olivia,South Africa,28,180,109,Music,2,Sushi
M,Valentin,Jamaica,21,191,117,Teaching,1,Spaghetti
F,Jamie,Germany,24,176,91,Music,2,Spaghetti
M,Louis,Canada,26,166,101,Unemployed,2,Spaghetti
F,Sophie,Italy,21,150,111,Unemployed,0,Steak
M,Kevin,Sweden,26,172,97,Medecine,0,Kebab
M,Louis,Luxembourg,26,177,76,Medecine,1,Fish
F,Mia,UK,27,181,111,Biology,2,Gnocchi
F,Kim,US,25,170,109,Medecine,3,Garlic butter naans
F,Emma,Canada,20,172,82,Mathematics,1,Garlic butter naans
M,Jean,Luxembourg,30,188,108,Teaching,1,Pizza
F,Sabrina,Korea,29,193,85,Theater,1,Pizza
F,Jeanne,Spain,25,189,110,Physics,0,Steak
M,Pedro,US,24,168,84,Literature,1,Hamburger
F,Mia,Sweden,24,188,89,Unemployed,3,Gnocchi
F,Mia,Sweden,27,194,102,Literature,0,Fish
F,Mia,South Africa,27,167,98,Psychology,0,Sushi
M,Kim,Korea,28,189,105,Medecine,3,Hamburger
M,Tim,China,26,179,83,Finance,2,Spaghetti
F,Mia,France,21,195,95,Teaching,3,Pizza
M,Roy,Russia,25,171,91,Theater,3,Spaghetti
F,Jeanne,Italy,26,189,102,Unemployed,0,Kebab
M,Eric,France,23,187,88,Unemployed,1,Pizza
M,Eric,US,26,151,70,Medecine,0,Spaghetti
F,Jamie,Korea,20,178,83,Biology,0,Salad
M,Kevin,Korea,25,184,97,Unemployed,2,Pizza
M,Sam,Korea,27,167,68,Mathematics,3,Salad
M,Kevin,Jamaica,20,189,91,Finance,1,Steak
M,Roy,Korea,29,172,68,Biology,3,Kebab
F,Isabel,Canada,21,185,95,Medecine,0,Salad
F,Lucie,Sweden,21,165,66,Theater,3,Hamburger
M,Kim,South Africa,26,192,84,Medecine,0,Spaghetti
F,Jude,Jamaica,22,166,120,Business,3,Spaghetti
F,Isabel,Germany,22,170,61,Finance,3,Kebab
M,Kevin,Sweden,26,184,117,Theater,1,Garlic butter naans
M,Eric,Chile,25,157,84,Unemployed,3,Garlic butter naans
F,Jamie,Chile,24,184,117,Psychology,1,Spaghetti
M,Jamie,South Africa,23,170,72,Music,3,Kebab
F,Elsa,UK,27,188,109,Computer Science,3,Gnocchi
F,Kim,Spain,30,176,84,Music,3,Salad
F,Kim,Canada,24,174,101,Unemployed,0,Salad
F,Olivia,Spain,30,157,100,Theater,0,Pizza
M,Valentin,China,22,155,107,Medecine,0,Spaghetti
M,Kim,US,26,175,115,Literature,3,Gnocchi
F,Kim,China,26,162,108,Music,0,Kebab
M,Tom,Italy,24,164,79,Mathematics,0,Steak
F,Teresa,France,27,154,107,Business,3,Hamburger
F,Zoey,Chile,26,172,111,Teaching,2,Steak
M,Fabio,Germany,27,160,58,Computer Science,2,Steak
M,Roy,Italy,29,192,92,Business,3,Garlic butter naans
M,Jim,Sweden,28,186,92,Literature,3,Pizza
F,Olivia,Canada,23,161,56,Business,3,Steak
M,Sam,Luxembourg,29,195,120,Physics,3,Hamburger
M,Kevin,US,23,179,107,Computer Science,3,Spaghetti
M,Kim,France,23,154,118,Medecine,0,Gnocchi
M,Roy,Spain,29,159,59,Literature,1,Pizza
F,Kim,Luxembourg,22,191,93,Unemployed,3,Gnocchi
F,Sabrina,US,23,188,78,Teaching,3,Fish
M,Jim,UK,26,174,90,Medecine,0,Kebab
F,Jamie,Italy,22,181,115,Biology,3,Garlic butter naans
F,Jude,South Africa,26,173,84,Literature,1,Sushi
M,Jamie,Spain,26,183,81,Finance,2,Salad
F,Ivy,France,22,160,66,Physics,1,Garlic butter naans
F,Jude,Chile,20,182,105,Computer Science,3,Fish
M,Tim,South Africa,28,156,72,Biology,2,Salad
F,Sabrina,France,26,178,85,Mathematics,2,Pizza
M,Jim,Italy,30,178,72,Business,1,Steak
F,Elsa,Canada,30,170,109,Physics,3,Sushi
M,Jamie,Germany,25,154,52,Biology,3,Gnocchi
F,Marie,Jamaica,27,167,115,Medecine,2,Steak
F,Kim,Sweden,22,152,55,Unemployed,3,Salad
M,Joel,Jamaica,20,192,83,Unemployed,1,Fish
M,Eric,Chile,28,168,81,Mathematics,1,Sushi
F,Hannah,Luxembourg,28,169,68,Unemployed,3,Pizza
M,Valentin,UK,24,192,110,Mathematics,2,Garlic butter naans
M,Tom,Jamaica,22,166,105,Music,2,Gnocchi
F,Sophie,China,23,179,120,Teaching,0,Gnocchi
M,Louis,Canada,26,165,78,Mathematics,3,Pizza
M,Roy,Russia,30,195,119,Psychology,2,Pizza
F,Jamie,Jamaica,24,193,95,Literature,2,Gnocchi
F,Jamie,Luxembourg,24,180,100,Physics,3,Sushi
M,Jim,Greece,24,166,111,Theater,2,Gnocchi
M,Carlos,China,30,152,51,Psychology,1,Spaghetti
F,Marie,Canada,20,171,90,Finance,3,Steak
F,Sabrina,UK,28,183,112,Psychology,0,Salad
M,Fabio,Italy,20,189,105,Unemployed,0,Garlic butter naans
M,Roy,China,24,193,109,Theater,0,Hamburger
F,Sam,UK,20,158,112,Business,3,Spaghetti
M,Joel,France,22,168,73,Finance,1,Steak
F,Sara,Greece,23,195,110,Mathematics,0,Garlic butter naans
M,Kevin,France,30,154,81,Business,0,Spaghetti
M,Kevin,Russia,28,151,67,Physics,3,Salad
M,Jamie,Russia,26,194,95,Finance,2,Salad
F,Marie,Japan,24,192,101,Psychology,0,Kebab
F,Sophie,US,20,178,103,Theater,2,Spaghetti
M,Tim,US,24,170,96,Theater,1,Spaghetti
M,Yannick,Spain,22,176,103,Physics,3,Sushi
F,Marie,Japan,20,156,54,Computer Science,2,Sushi
F,Sam,Canada,22,188,118,Literature,1,Pizza
F,Isabel,South Africa,20,169,85,Teaching,3,Sushi
F,Isabel,Japan,27,187,81,Finance,2,Pizza
M,Carlos,Luxembourg,23,177,91,Medecine,3,Garlic butter naans
M,Tom,Chile,23,162,68,Biology,1,Hamburger
M,Kim,Canada,21,153,77,Physics,3,Kebab
M,Eric,Russia,24,156,77,Teaching,0,Hamburger
F,Marie,Luxembourg,25,165,82,Theater,1,Spaghetti
F,Emma,UK,27,192,96,Literature,3,Spaghetti
M,Tom,Luxembourg,28,161,111,Literature,0,Sushi
F,Elsa,Sweden,30,151,65,Computer Science,2,Salad
F,Jude,Germany,25,173,70,Finance,1,Hamburger
F,Ivy,Greece,24,180,93,Medecine,1,Fish
F,Sara,Luxembourg,27,181,93,Theater,3,Garlic butter naans
F,Hannah,Sweden,24,188,82,Medecine,0,Steak
F,Marie,Sweden,25,160,98,Business,0,Spaghetti
F,Lucie,Canada,27,168,109,Teaching,1,Sushi
M,Kevin,Luxembourg,27,160,86,Mathematics,2,Hamburger
M,Sam,France,28,157,47,Unemployed,0,Pizza
M,Fabio,Luxembourg,23,152,86,Medecine,2,Kebab
F,Jeanne,France,24,163,75,Teaching,3,Garlic butter naans
F,Marie,France,23,193,99,Theater,3,Garlic butter naans
F,Emma,Canada,20,165,105,Biology,0,Steak
M,Kevin,Sweden,21,157,52,Music,0,Salad
M,Fabio,Spain,23,165,108,Medecine,1,Salad
M,Joel,Italy,21,172,73,Computer Science,3,Steak
F,Lucie,Russia,28,176,108,Music,2,Pizza
F,Sam,Spain,26,193,106,Teaching,0,Steak
F,Ivy,Chile,24,154,89,Business,1,Garlic butter naans
M,Jamie,Sweden,24,160,84,Unemployed,2,Spaghetti
F,Sam,South Africa,23,153,72,Psychology,3,Spaghetti
M,Jim,Korea,20,169,104,Music,0,Sushi
M,Tom,Greece,23,160,94,Business,0,Fish
F,Olivia,Chile,24,155,53,Business,2,Sushi
F,Isabel,Spain,25,169,61,Teaching,2,Hamburger
F,Teresa,Russia,28,157,109,Psychology,3,Steak
M,Eric,France,20,190,91,Biology,3,Hamburger
M,Louis,Greece,29,179,85,Music,3,Kebab
M,Pedro,Russia,22,175,111,Medecine,2,Steak
M,Jim,UK,21,195,98,Finance,2,Pizza
M,Jean,Italy,26,195,95,Biology,2,Gnocchi
F,Charlie,Sweden,29,157,54,Teaching,0,Gnocchi
M,Pedro,Italy,29,186,88,Literature,0,Steak
F,Sara,France,28,153,72,Biology,2,Kebab
F,Ivy,Korea,27,179,118,Theater,2,Salad
M,Fabio,Sweden,21,176,80,Computer Science,2,Fish
M,Joel,Spain,20,174,94,Psychology,2,Fish
M,Valentin,Canada,24,167,107,Business,3,Sushi
M,Kevin,Sweden,20,163,79,Physics,0,Steak
M,Valentin,France,30,160,97,Teaching,3,Steak
M,Tim,China,28,179,73,Business,3,Sushi
F,Sam,Russia,27,151,117,Biology,1,Kebab
F,Hannah,South Africa,25,181,106,Biology,3,Fish
F,Sam,Canada,27,152,61,Teaching,1,Garlic butter naans
F,Hannah,Russia,23,186,103,Theater,3,Pizza
M,Joel,Japan,22,195,106,Theater,0,Sushi
M,Jude,Japan,27,167,108,Unemployed,1,Kebab
F,Mia,Japan,21,188,82,Finance,1,Gnocchi
F,Kim,UK,24,184,88,Finance,0,Spaghetti
M,Louis,Germany,23,187,113,Teaching,1,Sushi
F,Elsa,Russia,26,161,112,Finance,3,Steak
F,Lucie,South Africa,20,160,99,Finance,3,Spaghetti
F,Teresa,Canada,26,171,116,Music,0,Hamburger
M,Pedro,China,29,195,108,Mathematics,3,Steak
M,Yannick,UK,22,179,106,Unemployed,0,Pizza
F,Jude,South Africa,22,193,84,Biology,0,Spaghetti
M,Fabio,Chile,23,177,116,Mathematics,3,Hamburger
F,Mia,Korea,20,152,119,Music,0,Salad
F,Lucie,Greece,29,172,93,Music,1,Sushi
F,Olivia,France,21,177,76,Literature,0,Pizza
F,Sabrina,Russia,30,188,84,Finance,3,Hamburger
M,Kevin,Chile,29,191,109,Psychology,0,Kebab
F,Teresa,China,27,150,100,Medecine,1,Salad
F,Elsa,China,30,163,100,Physics,3,Spaghetti
M,Jean,US,24,181,82,Business,0,Gnocchi
F,Teresa,Italy,21,174,106,Mathematics,1,Salad
M,Jude,Germany,21,163,63,Computer Science,2,Pizza
F,Jamie,Jamaica,25,177,73,Computer Science,0,Steak
F,Kim,France,26,181,89,Teaching,1,Gnocchi
M,Roy,Russia,20,179,111,Biology,3,Pizza
F,Teresa,Jamaica,24,180,100,Psychology,2,Garlic butter naans
F,Charlie,Korea,21,178,91,Physics,0,Kebab
F,Sophie,US,25,187,80,Psychology,1,Pizza
F,Kim,Luxembourg,30,195,106,Psychology,1,Steak
M,Jean,China,27,184,90,Teaching,0,Garlic butter naans
M,Sofyan,France,23,159,106,Business,3,Salad
F,Jeanne,UK,22,190,116,Unemployed,0,Steak
M,Fabio,China,29,179,109,Theater,1,Spaghetti
M,Kim,Italy,24,167,85,Finance,3,Fish
F,Charlie,Germany,27,158,107,Medecine,3,Kebab
F,Sophie,Japan,29,185,118,Medecine,2,Gnocchi
M,Jim,South Africa,28,157,93,Mathematics,1,Fish
F,Jeanne,South Africa,24,158,60,Psychology,3,Fish
M,Tim,China,21,170,84,Literature,0,Sushi
M,Joel,Korea,30,169,69,Mathematics,1,Sushi
F,Sam,Germany,25,171,101,Biology,1,Fish
M,Yannick,Spain,27,180,101,Computer Science,0,Hamburger
F,Sam,Germany,21,193,109,Teaching,1,Sushi
F,Hannah,Italy,30,156,117,Unemployed,0,Pizza
F,Mia,South Africa,22,177,68,Music,3,Gnocchi
F,Marie,Chile,25,167,63,Biology,3,Gnocchi
M,Louis,UK,28,157,99,Physics,0,Hamburger
M,Kim,South Africa,20,160,52,Business,3,Garlic butter naans
F,Teresa,Chile,24,192,85,Mathematics,1,Salad
F,Sam,France,29,185,84,Computer Science,2,Hamburger
F,Isabel,Chile,22,166,101,Biology,3,Kebab
F,Zoey,Russia,28,193,110,Business,2,Spaghetti
M,Pedro,Luxembourg,26,155,61,Biology,0,Fish
F,Teresa,Sweden,28,181,104,Physics,2,Fish
F,Sara,Canada,25,187,84,Business,0,Kebab
F,Kim,Jamaica,25,161,51,Biology,2,Spaghetti
M,Yannick,Chile,26,181,95,Music,0,Spaghetti
F,Ivy,China,23,177,103,Psychology,1,Gnocchi
M,Pedro,France,20,152,68,Business,1,Hamburger
M,Fabio,Japan,22,156,58,Mathematics,2,Sushi
M,Kim,Japan,28,155,107,Music,3,Garlic butter naans
M,Sam,Greece,21,189,82,Mathematics,0,Gnocchi
M,Pedro,Spain,23,169,99,Music,0,Sushi
M,Fabio,Japan,21,173,72,Finance,3,Hamburger
M,Jamie,Greece,24,174,108,Medecine,3,Fish
F,Sam,South Africa,30,151,51,Business,3,Gnocchi
M,Fabio,Luxembourg,22,153,83,Mathematics,2,Garlic butter naans
F,Elsa,Chile,30,170,86,Psychology,2,Steak
F,Zoey,Jamaica,21,189,86,Psychology,2,Gnocchi
M,Eric,Russia,28,170,119,Finance,3,Spaghetti
M,Eric,Germany,22,161,77,Finance,2,Kebab
F,Jeanne,Japan,29,178,114,Psychology,3,Kebab
M,Valentin,Sweden,20,193,114,Music,0,Spaghetti
M,Kevin,Canada,28,186,105,Business,3,Gnocchi
M,Valentin,Korea,21,162,119,Unemployed,1,Gnocchi
F,Jeanne,Jamaica,23,189,119,Music,0,Sushi
F,Mia,Russia,29,157,48,Mathematics,2,Spaghetti
F,Lucie,Germany,26,152,64,Physics,2,Hamburger
M,Jim,Russia,30,161,87,Psychology,0,Spaghetti
M,Fabio,Greece,21,157,49,Music,2,Spaghetti
M,Louis,Japan,21,166,74,Finance,1,Fish
M,Eric,France,21,151,104,Computer Science,3,Salad
F,Sophie,Chile,30,193,89,Psychology,0,Spaghetti
F,Isabel,France,29,184,95,Business,3,Salad
F,Jeanne,Chile,29,158,75,Teaching,1,Pizza
F,Emma,Italy,22,186,86,Computer Science,0,Spaghetti
F,Olivia,France,27,153,85,Physics,0,Gnocchi
M,Carlos,South Africa,21,172,95,Teaching,2,Hamburger
M,Jude,UK,26,160,55,Physics,0,Kebab
M,Jim,US,30,180,92,Computer Science,2,Fish
F,Jude,Spain,26,178,91,Physics,2,Spaghetti
M,Sam,Chile,28,167,80,Medecine,1,Pizza
M,Sam,Greece,23,163,72,Psychology,3,Fish
F,Hannah,Canada,24,160,89,Theater,0,Steak
M,Jim,Chile,29,182,115,Teaching,1,Salad
F,Hannah,UK,24,162,64,Finance,3,Pizza
F,Jude,Russia,21,158,93,Computer Science,1,Salad
F,Charlie,South Africa,26,169,106,Physics,0,Sushi
M,Pedro,Korea,30,160,120,Theater,3,Sushi
F,Mia,US,28,169,67,Mathematics,0,Kebab
F,Kim,South Africa,27,166,62,Theater,1,Salad
M,Sofyan,Germany,29,150,63,Business,3,Salad
M,Kim,Germany,23,184,80,Finance,2,Steak
M,Carlos,Korea,26,156,114,Finance,2,Hamburger
F,Sara,Spain,29,150,98,Literature,1,Sushi
F,Ivy,Italy,27,179,119,Biology,2,Salad
F,Hannah,Sweden,27,171,101,Mathematics,0,Salad
M,Jamie,UK,28,187,118,Literature,2,Kebab
F,Sam,China,24,150,59,Biology,0,Steak
F,Marie,Korea,24,167,71,Business,1,Salad
F,Sophie,Jamaica,26,168,114,Medecine,0,Gnocchi
M,Fabio,Chile,23,190,92,Teaching,3,Garlic butter naans
F,Jeanne,Greece,27,174,104,Theater,0,Gnocchi
M,Tim,Sweden,30,154,120,Unemployed,0,Pizza
M,Tim,Italy,28,191,91,Psychology,1,Pizza
F,Lucie,Russia,27,187,77,Theater,2,Kebab
F,Jude,Russia,21,153,58,Literature,0,Gnocchi
F,Hannah,US,20,185,92,Finance,1,Spaghetti
F,Teresa,US,20,151,105,Theater,3,Gnocchi
F,Sara,Canada,21,181,116,Physics,1,Salad
F,Emma,Chile,25,185,116,Theater,2,Pizza
M,Carlos,Chile,22,186,104,Mathematics,3,Fish
M,Louis,Luxembourg,25,184,84,Biology,0,Sushi
F,Mia,US,20,180,96,Biology,0,Spaghetti
F,Sara,US,28,194,117,Finance,2,Fish
M,Eric,Jamaica,26,183,108,Business,2,Hamburger
M,Tom,Germany,21,183,105,Finance,3,Fish
F,Sam,Chile,28,156,82,Literature,3,Sushi
M,Pedro,Korea,20,158,82,Finance,2,Salad
M,Jean,Korea,28,193,93,Mathematics,3,Kebab
F,Teresa,Chile,24,194,97,Computer Science,2,Gnocchi
M,Valentin,Korea,23,155,67,Psychology,1,Sushi
F,Charlie,France,27,187,77,Psychology,0,Kebab
F,Jeanne,Russia,20,173,114,Medecine,2,Hamburger
M,Kim,Chile,21,155,119,Finance,0,Sushi
F,Marie,France,25,158,57,Mathematics,0,Pizza
F,Kim,Sweden,21,161,69,Medecine,2,Spaghetti
F,Charlie,Italy,24,153,113,Physics,3,Salad
F,Isabel,Jamaica,29,182,112,Mathematics,2,Gnocchi
M,Sofyan,China,26,164,58,Music,3,Steak
M,Roy,US,23,154,96,Literature,3,Garlic butter naans
F,Lucie,Japan,25,190,80,Computer Science,0,Sushi
F,Teresa,Spain,20,156,111,Computer Science,2,Pizza
F,Olivia,Korea,28,173,105,Medecine,0,Garlic butter naans
F,Jamie,South Africa,22,194,87,Business,3,Gnocchi
M,Tim,Italy,26,178,87,Psychology,0,Pizza
M,Sam,China,28,174,96,Theater,1,Hamburger
M,Roy,France,27,182,119,Literature,2,Kebab
F,Zoey,Chile,29,175,116,Physics,1,Sushi
F,Sophie,Russia,30,175,109,Teaching,2,Kebab
M,Jim,Spain,26,150,60,Psychology,0,Salad
F,Jude,Korea,27,186,82,Mathematics,1,Garlic butter naans
M,Joel,Germany,25,185,93,Biology,0,Fish
M,Roy,Canada,21,163,78,Biology,3,Pizza
F,Teresa,Greece,29,183,96,Biology,2,Spaghetti
F,Sophie,Canada,30,191,105,Medecine,3,Hamburger
F,Teresa,Germany,27,190,118,Business,1,Garlic butter naans
M,Roy,South Africa,22,156,68,Mathematics,1,Gnocchi
F,Isabel,Germany,25,164,79,Business,2,Pizza
F,Emma,Chile,26,156,52,Psychology,2,Fish
M,Charlie,Sweden,29,153,83,Computer Science,2,Kebab
F,Sam,China,25,165,66,Physics,3,Pizza
M,Charlie,Luxembourg,20,152,54,Literature,0,Salad
M,Kim,Jamaica,24,152,118,Medecine,2,Pizza
F,Sabrina,Germany,28,162,74,Literature,3,Pizza
F,Jeanne,Greece,24,171,105,Computer Science,2,Spaghetti
F,Hannah,Canada,20,159,60,Literature,2,Sushi
F,Jude,Luxembourg,21,184,74,Theater,1,Garlic butter naans
